2026-05-21 09:36:57.290698,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 09:37:05.446468,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 09:37:09.563006,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 09:37:13.679338,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 09:37:34.802557,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 09:37:42.126268,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 09:37:46.487537,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 09:37:50.908375,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 12:37:50.788023,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 12:38:05.199130,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 12:38:08.878423,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-21 12:38:12.535301,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:45:09.063035,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:45:23.158489,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:46:00.911454,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:46:18.264553,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:46:53.091496,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:46:56.418150,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:46:59.138031,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:01.585732,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:05.005962,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:07.217750,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:09.928360,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
